director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,language
michael bay,steve buscemi,action|adventure|romance|sci-fi|thriller,scarlett johansson,the island,djimon hounsou,english
peter chelsom,warren beatty,comedy|romance,del zamora,town & country,garry shandling,english
dominic sena,angelina jolie pitt,action|crime|thriller,nicolas cage,gone in sixty seconds,robert duvall,english
ridley scott,connie nielsen,action|drama|romance,djimon hounsou,gladiator,oliver reed,english
steven spielberg,frank grillo,action|mystery|sci-fi|thriller,tom cruise,minority report,jessica capshaw,english
chris columbus,rupert grint,adventure|family|fantasy|mystery,daniel radcliffe,harry potter and the chamber of secrets,emma watson,english
martin campbell,tobias menzies,action|adventure|thriller,eva green,casino royale,ivana milicevic,english
tim burton,estella warren,action|adventure|sci-fi|thriller,cary-hiroyuki tagawa,planet of the apes,erick avari,english
james cameron,jenette goldstein,action|sci-fi,joe morton,terminator 2: judgment day,s. epatha merkerson,english
michael mann,christian bale,biography|crime|drama|history|romance,johnny depp,public enemies,stephen graham,english
ridley scott,ruby dee,biography|crime|drama,denzel washington,american gangster,rza,english
james cameron,tia carrere,action|comedy|thriller,jamie lee curtis,true lies,tom arnold,english
tony scott,ramon rodriguez,action|crime|thriller,denzel washington,the taking of pelham 1 2 3,michael rispoli,english
paul weitz,blythe danner,comedy|romance,robert de niro,little fockers,teri polo,english
adam mckay,will ferrell,action|comedy|crime,dwayne johnson,the other guys,derek jeter,english
chuck russell,james coburn,action|drama|mystery|thriller,vanessa williams,eraser,roma maffia,english
quentin tarantino,christoph waltz,drama|western,leonardo dicaprio,django unchained,ato essandoh,english
gary trousdale,jason alexander,animation|drama|family|musical|romance,demi moore,the hunchback of notre dame,bill fagerbakke,english
mark dindal,wendie malick,adventure|animation|comedy|family|fantasy,eartha kitt,the emperor's new groove,john fiedler,english
simon west,sylvester stallone,action|adventure|thriller,jason statham,the expendables 2,bruce willis,english
jon turteltaub,armando riesco,action|adventure|comedy|family|mystery,nicolas cage,national treasure,annie parisse,english
stefen fangmeier,ed speleers,action|adventure|family|fantasy,djimon hounsou,eragon,gary lewis,english
spike jonze,ryan corr,adventure|drama|family|fantasy,catherine o'hara,where the wild things are,max records,english
joe wright,cara delevingne,adventure|family|fantasy,hugh jackman,pan,nonso anozie,english
chris wedge,emma kenney,adventure|animation|family|fantasy,josh hutcherson,epic,troy evans,english
florian henckel von donnersmarck,angelina jolie pitt,action|romance|thriller,johnny depp,the tourist,rufus sewell,english
peter hyams,mark margolis,action|fantasy|horror|mystery,cch pounder,end of days,udo kier,english
edward zwick,djimon hounsou,adventure|drama|thriller,leonardo dicaprio,blood diamond,stephen collins,english
martin scorsese,matthew mcconaughey,biography|comedy|crime|drama,leonardo dicaprio,the wolf of wall street,jon favreau,english
joel schumacher,rene auberjonois,action|adventure|fantasy,michael gough,batman forever,debi mazar,english
paul verhoeven,patrick muldoon,action|sci-fi|war,jake busey,starship troopers,seth gilliam,english
tom tykwer,jim sturgess,drama|sci-fi,tom hanks,cloud atlas,jim broadbent,english
zack snyder,richard roxburgh,action|adventure|animation|family|fantasy,abbie cornish,legend of the guardians: the owls of ga'hoole,anthony lapaglia,english
pitof,christopher heyerdahl,action|crime|fantasy|romance|thriller,frances conroy,catwoman,alex borstein,english
brett ratner,rufus sewell,action|adventure,dwayne johnson,hercules,ingrid bolsø berdal,english
ron clements,martin short,adventure|animation|family|sci-fi,joseph gordon-levitt,treasure planet,michael wincott,english
brad silberling,anna friel,adventure|comedy|sci-fi,will ferrell,land of the lost,bobb'e j. thompson,english
patrick hughes,sylvester stallone,action|adventure|thriller,jason statham,the expendables 3,harrison ford,english
ericson core,edgar ramírez,action|crime|sport|thriller,ray winstone,point break,delroy lindo,english
lawrence guterman,traylor howard,comedy|family|fantasy,jamie kennedy,son of the mask,ben stein,english
ron howard,benjamin walker,action|adventure|biography|drama|history|thriller,chris hemsworth,in the heart of the sea,frank dillane,english
ron underwood,randy quaid,action|comedy|sci-fi,rosario dawson,the adventures of pluto nash,burt young,english
paul greengrass,sean huze,action|drama|thriller|war,matt damon,green zone,igal naor,english
steve martino,venus schultheis,adventure|animation|comedy|family,francesca capaldi,the peanuts movie,bill melendez,english
david mamet,felicity huffman,drama|mystery|thriller,ben gazzara,the spanish prisoner,campbell scott,english
stephen sommers,brendan fraser,action|adventure|fantasy|thriller,dwayne johnson,the mummy returns,patricia velasquez,english
martin scorsese,liam neeson,crime|drama,leonardo dicaprio,gangs of new york,jim broadbent,english
yimou zhang,ni ni,drama|history|romance|war,christian bale,the flowers of war,shigeo kobayashi,mandarin
ash brannon,zooey deschanel,animation|comedy|family|sport,jeff bridges,surf's up,jon heder,english
frank oz,matthew broderick,comedy|sci-fi|thriller,jon lovitz,the stepford wives,roger bart,english
ridley scott,sam shepard,drama|history|war,ioan gruffudd,black hawk down,ewen bremner,english
jay roach,thomas middleditch,comedy,will ferrell,the campaign,katherine lanasa,english
luc besson,bruce willis,action|adventure|sci-fi,milla jovovich,the fifth element,gary oldman,english
michael patrick king,liza minnelli,comedy|drama|romance,chris noth,sex and the city 2,kristin davis,english
bibo bergeron,rosie perez,adventure|animation|comedy|family|romance,frank welker,the road to el dorado,elton john,english
steve martino,josh gad,adventure|animation|comedy|family,peter dinklage,ice age: continental drift,drake,english
kenneth branagh,derek jacobi,drama|family|fantasy|romance,hayley atwell,cinderella,lily james,english
peter jackson,aj michalka,drama|fantasy|thriller,michael imperioli,the lovely bones,tom mccarthy,english
andrew stanton,stephen root,adventure|animation|comedy|family,alexander gould,finding nemo,brad garrett,english
peter jackson,billy boyd,action|adventure|drama|fantasy,orlando bloom,the lord of the rings: the return of the king,bernard hill,english
peter jackson,orlando bloom,action|adventure|drama|fantasy,christopher lee,the lord of the rings: the two towers,billy boyd,english
sergey bodrov,djimon hounsou,action|adventure|fantasy,jeff bridges,seventh son,olivia williams,english
simon west,noah taylor,action|adventure|fantasy|thriller,angelina jolie pitt,lara croft: tomb raider,chris barrie,english
wally pfister,morgan freeman,drama|mystery|romance|sci-fi|thriller,johnny depp,transcendence,clifton collins jr.,english
joe johnston,trevor morgan,action|adventure|sci-fi|thriller,michael jeter,jurassic park iii,alessandro nivola,english
rupert wyatt,david oyelowo,action|drama|sci-fi|thriller,james franco,rise of the planet of the apes,tyler labine,english
mark waters,tod fennell,adventure|family|fantasy,martin short,the spiderwick chronicles,joan plowright,english
john moore,cole hauser,action|thriller,bruce willis,a good day to die hard,megalyn echikunwoke,english
john lee hancock,marc blucas,drama|history|war|western,dennis quaid,the alamo,jordi mollà,english
brad bird,craig t. nelson,action|adventure|animation|family,holly hunter,the incredibles,lou romano,english
renny harlin,frank langella,action|adventure|comedy,christopher masterson,cutthroat island,matthew modine,english
chris columbus,rosario dawson,adventure|family|fantasy,logan lerman,percy jackson & the olympians: the lightning thief,steve coogan,english
barry sonnenfeld,rip torn,adventure|comedy|family|mystery|sci-fi,will smith,men in black,linda fiorentino,english
john lasseter,john ratzenberger,adventure|animation|comedy|family|fantasy,tom hanks,toy story 2,wayne knight,english
tony scott,rosario dawson,action|thriller,denzel washington,unstoppable,ethan suplee,english
brett ratner,john lone,action|comedy|crime|thriller,mei melançon,rush hour 2,harris yulin,english
robert zemeckis,amber valletta,drama|fantasy|horror|mystery|thriller,harrison ford,what lies beneath,miranda otto,english
phil lord,bobb'e j. thompson,animation|comedy|family|sci-fi,will forte,cloudy with a chance of meatballs,al roker,english
carlos saldanha,maile flanagan,action|adventure|animation|comedy|family,denis leary,ice age: dawn of the dinosaurs,kelly keaton,english
ben stiller,adrian martinez,adventure|comedy|drama|fantasy|romance,adam scott,the secret life of walter mitty,joey slotnick,english
mcg,ll cool j,action|adventure|comedy|crime|thriller,bill murray,charlie's angels,kelly lynch,english
martin scorsese,matt damon,crime|drama|thriller,leonardo dicaprio,the departed,ray winstone,english
tony bancroft,harvey fierstein,adventure|animation|family|fantasy|musical|war,ming-na wen,mulan,june foray,english
ben stiller,steve coogan,action|comedy,robert downey jr.,tropic thunder,brandon t. jackson,english
david fincher,goran visnjic,crime|drama|mystery|thriller,robin wright,the girl with the dragon tattoo,joely richardson,english
john mctiernan,aldis hodge,action|adventure|thriller,bruce willis,die hard with a vengeance,kevin chamberlin,english
guy ritchie,eddie marsan,action|adventure|crime|mystery|thriller,robert downey jr.,sherlock holmes,robert maillet,english
timur bekmambetov,ayelet zurer,adventure|drama|history,morgan freeman,ben-hur,moises arias,english
gary trousdale,jim varney,action|adventure|animation|family|fantasy|sci-fi,leonard nimoy,atlantis: the lost empire,cree summer,english
walt becker,joshua mikel,adventure|animation|comedy|family|fantasy|music,bella thorne,alvin and the chipmunks: the road chip,jesse mccartney,english
bryan singer,tom wilkinson,drama|history|thriller|war,tom cruise,valkyrie,thomas kretschmann,english
dennis dugan,sayed badreya,action|comedy,adam sandler,you don't mess with the zohan,kevin nealon,english
chris columbus,adam sandler,action|animation|comedy|sci-fi,peter dinklage,pixels,josh gad,english
steven spielberg,william hurt,adventure|drama|sci-fi,haley joel osment,a.i. artificial intelligence,kevin sussman,english
rob minkoff,rachael harris,comedy|family|fantasy|horror|mystery,marsha thomason,the haunted mansion,marc john jefferies,english
robert zemeckis,tom skerritt,drama|mystery|sci-fi|thriller,matthew mcconaughey,contact,larry king,english
paul verhoeven,kim dickens,action|horror|sci-fi|thriller,greg grunberg,hollow man,joey slotnick,english
sydney pollack,george harris,crime|mystery|thriller,curtiss cook,the interpreter,michael wright,aboriginal
thor freudenthal,leven rambin,adventure|family|fantasy,logan lerman,percy jackson: sea of monsters,brandon t. jackson,english
jan de bont,angelina jolie pitt,action|adventure|fantasy,gerard butler,lara croft tomb raider: the cradle of life,djimon hounsou,english
jon m. chu,morgan freeman,action|adventure|comedy|crime|mystery|thriller,daniel radcliffe,now you see me 2,sanaa lathan,english
phillip noyce,michael byrne,action|adventure|romance|sci-fi|thriller,alun armstrong,the saint,velibor topic,english
tony scott,stephen dillane,action|crime|thriller,brad pitt,spy game,catherine mccormack,english
brian de palma,connie nielsen,adventure|sci-fi|thriller,don cheadle,mission to mars,kim delaney,english
carlos saldanha,wanda sykes,adventure|animation|comedy|family|musical,anne hathaway,rio,will.i.am,english
chris columbus,oliver platt,comedy|drama|sci-fi,robin williams,bicentennial man,john michael higgins,english
mick jackson,anne heche,action|drama|sci-fi|thriller,don cheadle,volcano,gaby hoffmann,english
alan j. pakula,brad pitt,action|crime|drama|thriller,harrison ford,the devil's own,natascha mcelhone,english
kathryn bigelow,christian camargo,drama|history|thriller|war,liam neeson,k-19: the widowmaker,lex shrapnel,english
josh trank,reg e. cathey,action|adventure|sci-fi,tim blake nelson,fantastic four,tim heidecker,english
john milius,mako,adventure|fantasy,william smith,conan the barbarian,sandahl bergman,english
ron howard,bruce mcgill,biography|drama|sport,paddy considine,cinderella man,rosemarie dewitt,english
andrey konchalovskiy,nathan lane,action|family|fantasy|musical,shirley henderson,the nutcracker in 3d,richard e. grant,english
gary ross,michael angarano,drama|history|sport,jeff bridges,seabiscuit,michael o'neill,english
jan de bont,alan ruck,action|adventure|drama|thriller,philip seymour hoffman,twister,jami gertz,english
rob cohen,vin diesel,action|crime|thriller,paul walker,the fast and the furious,jordana brewster,english
robert zemeckis,paul sanchez,adventure|drama|romance,tom hanks,cast away,nick searcy,english
george miller,hugh jackman,animation|comedy|family|music|romance,robin williams,happy feet,elizabeth daily,english
